ファイル名,学年,単元名,項目名,IRT困難度_300尺度,IRT困難度_theta換算,識別力_300尺度,識別力_theta換算,推定誤差_300尺度,推定誤差_theta換算,識別力の推定誤差_300尺度,識別力の推定誤差_theta換算,学習前提単元名,学習前提項目名
m-jh3-A-04-18b-02.txt,中学3年,平方根,近似値と有効数字,247.0,4.940,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；平方根；平方根,平方根の変形；分母の有理化；平方根の近似値
m-jh3-A-04-18s-01.txt,中学3年,平方根,近似値と有効数字,260.6,5.212,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；平方根；平方根,平方根の変形；分母の有理化；平方根の近似値
m-jh3-A-04-18s-02.txt,中学3年,平方根,近似値と有効数字,263.6,5.272,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；平方根；平方根,平方根の変形；分母の有理化；平方根の近似値
m-jh3-A-05-01b-01.txt,中学3年,２次方程式,2次方程式とその解,245.1,4.902,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；多項式の計算,方程式とその解（代入）①；多項式の展開（同類項を含む）
m-jh3-A-05-01b-02.txt,中学3年,２次方程式,2次方程式とその解,248.1,4.962,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；多項式の計算,方程式とその解（代入）①；多項式の展開（同類項を含む）
m-jh3-A-05-02b-01.txt,中学3年,２次方程式,因数分解された形式の2次方程式の解き方,245.6,4.912,0.0140,0.700,18.0,0.360,0.0038,0.190,因数分解；2次方程式,共通因数のくくりだし；2次方程式とその解
m-jh3-A-05-02b-02.txt,中学3年,２次方程式,因数分解された形式の2次方程式の解き方,248.6,4.972,0.0144,0.720,18.0,0.360,0.0038,0.190,因数分解；2次方程式,共通因数のくくりだし；2次方程式とその解
m-jh3-A-05-02s-01.txt,中学3年,2次方程式,因数分解された形式の2次方程式の解き方,262.1,5.242,0.0158,0.790,20.0,0.400,0.0042,0.210,因数分解；2次方程式,共通因数のくくりだし；2次方程式とその解
m-jh3-A-05-02s-02.txt,中学3年,2次方程式,因数分解された形式の2次方程式の解き方,265.1,5.302,0.0162,0.810,20.0,0.400,0.0042,0.210,因数分解；2次方程式,共通因数のくくりだし；2次方程式とその解
m-jh3-A-05-03b-01.txt,中学3年,２次方程式,因数分解して解く2次方程式,246.7,4.934,0.0140,0.700,18.0,0.360,0.0038,0.190,因数分解；因数分解；因数分解；2次方程式,"乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解；因数分解された形式の2次方程式の解き方"
m-jh3-A-05-03b-02.txt,中学3年,２次方程式,因数分解して解く2次方程式,249.7,4.994,0.0144,0.720,18.0,0.360,0.0038,0.190,因数分解；因数分解；因数分解；2次方程式,"乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解；因数分解された形式の2次方程式の解き方"
m-jh3-A-05-03s-01.txt,中学3年,2次方程式,因数分解して解く2次方程式,263.2,5.264,0.0158,0.790,20.0,0.400,0.0042,0.210,因数分解；因数分解；因数分解；2次方程式,"乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解；因数分解された形式の2次方程式の解き方"
m-jh3-A-05-03s-02.txt,中学3年,2次方程式,因数分解して解く2次方程式,266.2,5.324,0.0162,0.810,20.0,0.400,0.0042,0.210,因数分解；因数分解；因数分解；2次方程式,"乗法の公式(x + a)(x + b) = x^2 +(a + b)x + abを利用した因数分解；(x + a)^2, (x - a)^2の乗法の公式を利用した因数分解；(a + b)(a - b)の乗法の公式を利用した因数分解；因数分解された形式の2次方程式の解き方"
m-jh3-A-05-04b-01.txt,中学3年,２次方程式,平方根を使った２次方程式の解き方,247.7,4.954,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；2次方程式,記号を使って平方根を表す；2次方程式とその解
m-jh3-A-05-04b-02.txt,中学3年,２次方程式,平方根を使った２次方程式の解き方,250.7,5.014,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；2次方程式,記号を使って平方根を表す；2次方程式とその解
m-jh3-A-05-04s-01.txt,中学3年,2次方程式,平方根を使った2次方程式の解き方,264.2,5.284,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；2次方程式,記号を使って平方根を表す；2次方程式とその解
m-jh3-A-05-04s-02.txt,中学3年,2次方程式,平方根を使った2次方程式の解き方,267.2,5.344,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；2次方程式,記号を使って平方根を表す；2次方程式とその解
m-jh3-A-05-05b-01.txt,中学3年,２次方程式,因数分解できない2次方程式の解き方：平方完成(x+a)^2 = bの形に変形,248.7,4.974,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；2次方程式,(x + a)^2の展開；平方根を使った2次方程式の解き方
m-jh3-A-05-05b-02.txt,中学3年,２次方程式,因数分解できない2次方程式の解き方：平方完成(x+a)^2 = bの形に変形,251.7,5.034,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；2次方程式,(x + a)^2の展開；平方根を使った2次方程式の解き方
m-jh3-A-05-05s-01.txt,中学3年,2次方程式,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,265.3,5.306,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；2次方程式,(x + a)^2の展開；平方根を使った2次方程式の解き方
m-jh3-A-05-05s-02.txt,中学3年,2次方程式,因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く,268.3,5.366,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；2次方程式,(x + a)^2の展開；平方根を使った2次方程式の解き方
m-jh3-A-05-06b-01.txt,中学3年,２次方程式,2次方程式の解の公式を利用した解き方,249.8,4.996,0.0140,0.700,18.0,0.360,0.0038,0.190,平方根；2次方程式,根号を含む式の乗法や除法；因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く
m-jh3-A-05-06b-02.txt,中学3年,２次方程式,2次方程式の解の公式を利用した解き方,252.8,5.056,0.0144,0.720,18.0,0.360,0.0038,0.190,平方根；2次方程式,根号を含む式の乗法や除法；因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く
m-jh3-A-05-06s-01.txt,中学3年,2次方程式,2次方程式の解の公式を利用した解き方,266.3,5.326,0.0158,0.790,20.0,0.400,0.0042,0.210,平方根；2次方程式,根号を含む式の乗法や除法；因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く
m-jh3-A-05-06s-02.txt,中学3年,2次方程式,2次方程式の解の公式を利用した解き方,269.3,5.386,0.0162,0.810,20.0,0.400,0.0042,0.210,平方根；2次方程式,根号を含む式の乗法や除法；因数分解できない2次方程式の解き方：平方完成でx^2+2ax=bの形から解く
m-jh3-A-05-07b-01.txt,中学3年,２次方程式,複雑な2次方程式の解き方,250.8,5.016,0.0140,0.700,18.0,0.360,0.0038,0.190,多項式の計算；2次方程式；2次方程式,多項式の展開（同類項を含む）；因数分解して解く2次方程式；2次方程式の解の公式を利用した解き方
m-jh3-A-05-07b-02.txt,中学3年,２次方程式,複雑な2次方程式の解き方,253.8,5.076,0.0144,0.720,18.0,0.360,0.0038,0.190,多項式の計算；2次方程式；2次方程式,多項式の展開（同類項を含む）；因数分解して解く2次方程式；2次方程式の解の公式を利用した解き方
m-jh3-A-05-07s-01.txt,中学3年,2次方程式,複雑な2次方程式の解き方,267.4,5.348,0.0158,0.790,20.0,0.400,0.0042,0.210,多項式の計算；2次方程式；2次方程式,多項式の展開（同類項を含む）；因数分解して解く2次方程式；2次方程式の解の公式を利用した解き方
m-jh3-A-05-07s-02.txt,中学3年,2次方程式,複雑な2次方程式の解き方,270.4,5.408,0.0162,0.810,20.0,0.400,0.0042,0.210,多項式の計算；2次方程式；2次方程式,多項式の展開（同類項を含む）；因数分解して解く2次方程式；2次方程式の解の公式を利用した解き方
m-jh3-A-05-08b-01.txt,中学3年,２次方程式,解が与えられた2次方程式,251.9,5.038,0.0140,0.700,18.0,0.360,0.0038,0.190,文字と式；2次方程式,式の値（代入）；因数分解して解く2次方程式
m-jh3-A-05-08b-02.txt,中学3年,２次方程式,解が与えられた2次方程式,254.9,5.098,0.0144,0.720,18.0,0.360,0.0038,0.190,文字と式；2次方程式,式の値（代入）；因数分解して解く2次方程式
m-jh3-A-05-08s-01.txt,中学3年,2次方程式,解が与えられた2次方程式,268.4,5.368,0.0158,0.790,20.0,0.400,0.0042,0.210,文字と式；2次方程式,式の値（代入）；因数分解して解く2次方程式
m-jh3-A-05-08s-02.txt,中学3年,2次方程式,解が与えられた2次方程式,271.4,5.428,0.0162,0.810,20.0,0.400,0.0042,0.210,文字と式；2次方程式,式の値（代入）；因数分解して解く2次方程式
m-jh3-A-05-09b-01.txt,中学3年,２次方程式,2次方程式の利用（数の問題）,252.9,5.058,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；2次方程式,代金の問題；複雑な2次方程式の解き方
m-jh3-A-05-09b-02.txt,中学3年,２次方程式,2次方程式の利用（数の問題）,255.9,5.118,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；2次方程式,代金の問題；複雑な2次方程式の解き方
m-jh3-A-05-09s-01.txt,中学3年,2次方程式,2次方程式の利用（数の問題）,269.4,5.388,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；2次方程式,代金の問題；複雑な2次方程式の解き方
m-jh3-A-05-09s-02.txt,中学3年,2次方程式,2次方程式の利用（数の問題）,272.4,5.448,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；2次方程式,代金の問題；複雑な2次方程式の解き方
m-jh3-A-05-10b-01.txt,中学3年,２次方程式,2次方程式の利用（図形の問題）,254.0,5.080,0.0140,0.700,18.0,0.360,0.0038,0.190,2次方程式,複雑な2次方程式の解き方
m-jh3-A-05-10b-02.txt,中学3年,２次方程式,2次方程式の利用（図形の問題）,257.0,5.140,0.0144,0.720,18.0,0.360,0.0038,0.190,2次方程式,複雑な2次方程式の解き方
m-jh3-A-05-10s-01.txt,中学3年,2次方程式,2次方程式の利用（図形の問題）,270.5,5.410,0.0158,0.790,20.0,0.400,0.0042,0.210,2次方程式,複雑な2次方程式の解き方
m-jh3-A-05-10s-02.txt,中学3年,2次方程式,2次方程式の利用（図形の問題）,273.5,5.470,0.0162,0.810,20.0,0.400,0.0042,0.210,2次方程式,複雑な2次方程式の解き方
m-jh3-A-05-11b-01.txt,中学3年,２次方程式,2次方程式の利用（動点の問題）,255.0,5.100,0.0140,0.700,18.0,0.360,0.0038,0.190,１次方程式；2次方程式,速さに関する問題；複雑な2次方程式の解き方
m-jh3-A-05-11b-02.txt,中学3年,２次方程式,2次方程式の利用（動点の問題）,258.0,5.160,0.0144,0.720,18.0,0.360,0.0038,0.190,１次方程式；2次方程式,速さに関する問題；複雑な2次方程式の解き方
m-jh3-A-05-11s-01.txt,中学3年,2次方程式,2次方程式の利用（動点の問題）,271.5,5.430,0.0158,0.790,20.0,0.400,0.0042,0.210,１次方程式；2次方程式,速さに関する問題；複雑な2次方程式の解き方
m-jh3-A-05-11s-02.txt,中学3年,2次方程式,2次方程式の利用（動点の問題）,274.5,5.490,0.0162,0.810,20.0,0.400,0.0042,0.210,１次方程式；2次方程式,速さに関する問題；複雑な2次方程式の解き方
