ステップ見出しタイトル 一意一覧（意味グループ順）
抽出対象: Math_Prompt直下の m-*.txt（Math_Question内の生成問題は除外）
一意タイトル数: 1576
形式: グループ	タイトル	出現数	例
09 方程式・連立方程式を解く	それぞれの方程式を解く	1	m-jh3-A-05-02b.txt:111
09 方程式・連立方程式を解く	平方根を使って解く	4	m-jh3-A-05-04s.txt:88, m-jh3-A-05-04s.txt:141, m-jh3-A-05-04s.txt:193, m-jh3-A-05-10b.txt:222
09 方程式・連立方程式を解く	方程式を解く	25	m-jh1-A-03-10b.txt:79, m-jh1-A-03-10b.txt:121, m-jh1-A-03-10s.txt:97, m-jh1-A-03-10s.txt:155, m-jh1-A-03-11b.txt:88
09 方程式・連立方程式を解く	連立方程式を解く	5	m-jh2-A-03-11b.txt:83, m-jh2-A-03-12b.txt:79, m-jh2-A-03-13b.txt:79, m-jh2-A-03-14b.txt:85, m-jh2-A-03-15b.txt:93

## 10 平方根・根号・有理化を扱う
10 平方根・根号・有理化を扱う	$3$ を平方根の形にする	1	m-jh3-A-04-05b.txt:101
10 平方根・根号・有理化を扱う	$3$ を根号の中に入れる	1	m-jh3-A-04-08s.txt:83
10 平方根・根号・有理化を扱う	2乗の部分を根号の外に出す	2	m-jh3-A-04-08b.txt:116, m-jh3-A-04-08s.txt:132
10 平方根・根号・有理化を扱う	それぞれの数を根号の形にそろえる	2	m-jh3-A-04-05s.txt:79, m-jh3-A-04-05s.txt:136
10 平方根・根号・有理化を扱う	それぞれの根号を簡単にする準備をする	1	m-jh3-A-04-12s.txt:122
10 平方根・根号・有理化を扱う	もう一つの平方根を忘れず	1	m-jh3-A-04-02b.txt:94
10 平方根・根号・有理化を扱う	与えられた近似値を使える形に直す	2	m-jh3-A-04-18s.txt:73, m-jh3-A-04-18s.txt:107
10 平方根・根号・有理化を扱う	両端を根号の形にする	1	m-jh3-A-04-16b.txt:70
10 平方根・根号・有理化を扱う	係数と根号に分けて考える	1	m-jh3-A-04-10b.txt:98
10 平方根・根号・有理化を扱う	係数と根号の部分に分けて考える	2	m-jh3-A-04-07s.txt:116, m-jh3-A-04-10s.txt:72
10 平方根・根号・有理化を扱う	平方根とは「2乗して元の数になる数」	2	m-jh3-A-04-02b.txt:72, m-jh3-A-04-02b.txt:126
10 平方根・根号・有理化を扱う	平方根の大小に直す	1	m-jh3-A-04-05b.txt:79
10 平方根・根号・有理化を扱う	平方根を使って考える	1	m-jh3-A-05-04b.txt:68
10 平方根・根号・有理化を扱う	根号がない有理数を確認する	1	m-jh3-A-04-06s.txt:154
10 平方根・根号・有理化を扱う	根号が外せないものを確認する	3	m-jh3-A-04-06s.txt:95, m-jh3-A-04-06s.txt:123, m-jh3-A-04-06s.txt:163
10 平方根・根号・有理化を扱う	根号が外せるか確認する	1	m-jh3-A-04-06s.txt:157
10 平方根・根号・有理化を扱う	根号が外せるものを確認する	1	m-jh3-A-04-06s.txt:80
10 平方根・根号・有理化を扱う	根号どうしをかける	2	m-jh3-A-04-10b.txt:103, m-jh3-A-04-10s.txt:90
10 平方根・根号・有理化を扱う	根号の中がそろっているか確認する	1	m-jh3-A-04-12b.txt:113
10 平方根・根号・有理化を扱う	根号の中が簡単にできるか確認する	2	m-jh3-A-04-07b.txt:88, m-jh3-A-04-07b.txt:127
10 平方根・根号・有理化を扱う	根号の中に入れる	1	m-jh3-A-04-08b.txt:79
10 平方根・根号・有理化を扱う	根号の中の数を小さい順に並べる	2	m-jh3-A-04-05s.txt:95, m-jh3-A-04-05s.txt:152
10 平方根・根号・有理化を扱う	根号の中の数を比べる	3	m-jh3-A-04-05b.txt:107, m-jh3-A-04-16b.txt:84, m-jh3-A-04-16s.txt:90
10 平方根・根号・有理化を扱う	根号の中の数を見る	1	m-jh3-A-04-05b.txt:73
10 平方根・根号・有理化を扱う	根号の中の数を確認する	5	m-jh3-A-04-11b.txt:71, m-jh3-A-04-11b.txt:111, m-jh3-A-04-11s.txt:71, m-jh3-A-04-11s.txt:116, m-jh3-A-04-12b.txt:71
10 平方根・根号・有理化を扱う	根号の中をかける	6	m-jh3-A-04-07b.txt:78, m-jh3-A-04-07s.txt:78, m-jh3-A-04-08b.txt:84, m-jh3-A-04-08s.txt:90, m-jh3-A-04-10b.txt:74
10 平方根・根号・有理化を扱う	根号の中をまとめる	1	m-jh3-A-04-17b.txt:70
10 平方根・根号・有理化を扱う	根号の中をわる	4	m-jh3-A-04-07b.txt:119, m-jh3-A-04-07b.txt:157, m-jh3-A-04-10b.txt:128, m-jh3-A-04-10s.txt:184
10 平方根・根号・有理化を扱う	根号の中を分ける	1	m-jh3-A-04-08s.txt:125
10 平方根・根号・有理化を扱う	根号の中を平方数を使って分ける	1	m-jh3-A-04-08b.txt:105
10 平方根・根号・有理化を扱う	根号の中を簡単にする	3	m-jh3-A-04-09s.txt:127, m-jh3-A-05-04s.txt:98, m-jh3-A-05-06s.txt:153
10 平方根・根号・有理化を扱う	根号の中を置きかえる	4	m-jh3-A-04-04b.txt:80, m-jh3-A-04-04b.txt:118, m-jh3-A-04-04b.txt:163, m-jh3-A-04-04s.txt:88
10 平方根・根号・有理化を扱う	根号の外の数を2乗の形で考える	1	m-jh3-A-04-08s.txt:71
10 平方根・根号・有理化を扱う	根号をはずす	7	m-jh3-A-04-04s.txt:132, m-jh3-A-04-07s.txt:86, m-jh3-A-04-07s.txt:131, m-jh3-A-04-10b.txt:79, m-jh3-A-04-10b.txt:133
10 平方根・根号・有理化を扱う	根号を分ける	1	m-jh3-A-04-08b.txt:111
10 平方根・根号・有理化を扱う	根号を簡単にする	1	m-jh3-A-05-06b.txt:140
10 平方根・根号・有理化を扱う	根号記号がついているものが有理数であるかを確認する	1	m-jh3-A-04-06b.txt:96
10 平方根・根号・有理化を扱う	根号記号がついているものが無理数であるかを確認する	1	m-jh3-A-04-06b.txt:152
10 平方根・根号・有理化を扱う	符号と根号を分けて考える	2	m-jh3-A-04-03b.txt:108, m-jh3-A-04-03b.txt:147
10 平方根・根号・有理化を扱う	負の平方根も忘れずに書く	1	m-jh3-A-04-02b.txt:148

## 11 関数・比例・反比例を扱う
11 関数・比例・反比例を扱う	$x$ の変化量に比例定数をかける	2	m-jh1-B-01-16b.txt:77, m-jh1-B-01-16b.txt:106
11 関数・比例・反比例を扱う	1次関数の式を作る	1	m-jh2-B-01-19b.txt:120
11 関数・比例・反比例を扱う	切片と傾きを確認する	1	m-jh2-B-01-14b.txt:118
11 関数・比例・反比例を扱う	反比例の式をおく	2	m-jh1-B-02-03b.txt:126, m-jh1-B-02-03b.txt:162
11 関数・比例・反比例を扱う	反比例の形か確認する	1	m-jh1-B-02-03b.txt:111
11 関数・比例・反比例を扱う	同じ $x$ に対して $y$ が一つに決まらないため、関数の定義（1つの入力に対して1つの出力）を満たさない	1	m-jh1-B-01-01b.txt:195
11 関数・比例・反比例を扱う	同じ $x$ に対して $y$ が複数の値をとる可能性があるので、$y$ は $x$ の関数とは言えません	1	m-jh1-B-01-01b.txt:113
11 関数・比例・反比例を扱う	変化の割合を確認する	1	m-jh2-B-01-02b.txt:194
11 関数・比例・反比例を扱う	比例の式をおく	3	m-jh1-B-01-07b.txt:132, m-jh1-B-01-07b.txt:171, m-jh1-B-01-08b.txt:119
11 関数・比例・反比例を扱う	比例の式を書く	1	m-jh1-B-01-08b.txt:87
11 関数・比例・反比例を扱う	比例の形か確認する	1	m-jh1-B-01-07b.txt:85
11 関数・比例・反比例を扱う	比例の形に直す	1	m-jh1-B-01-07b.txt:113
11 関数・比例・反比例を扱う	比例定数を確認する	4	m-jh1-B-01-06b.txt:93, m-jh1-B-01-16b.txt:70, m-jh1-B-01-16b.txt:99, m-jh1-B-02-01b.txt:163

## 12 図形の性質・証明を扱う
12 図形の性質・証明を扱う	$100$ 円のノート $a$ 冊で	1	m-jh1-A-02-03s.txt:111
12 図形の性質・証明を扱う	$FE$ が $BC$ に平行かを調べる	1	m-jh3-C-01-08b.txt:139
12 図形の性質・証明を扱う	$\hlblue{q}$ だけを左辺に残す	1	m-jh2-A-02-03s.txt:117
12 図形の性質・証明を扱う	$a$ を含む項を左辺にする	1	m-jh2-A-02-03b.txt:121
12 図形の性質・証明を扱う	$a$ 円の4割の金額は	1	m-jh1-A-02-03s.txt:240
12 図形の性質・証明を扱う	$b$ だけを左辺に残す	1	m-jh2-A-02-03b.txt:72
12 図形の性質・証明を扱う	$h$ を含む項を左辺にする	1	m-jh2-A-02-03s.txt:70
12 図形の性質・証明を扱う	$x$ を含む項を左辺にする	1	m-jh2-A-02-03b.txt:94
12 図形の性質・証明を扱う	$x^2$ の項だけを左辺に残す	3	m-jh3-A-05-04s.txt:70, m-jh3-A-05-04s.txt:122, m-jh3-A-05-04s.txt:175
12 図形の性質・証明を扱う	100円切手を $x$ 枚、80円切手を $y$ 枚とする	1	m-jh2-A-03-11s.txt:66
12 図形の性質・証明を扱う	1個 $a$ 円のアイスクリームを3つ買うと	1	m-jh1-A-02-03s.txt:65
12 図形の性質・証明を扱う	2つの三角形に分ける	1	m-jh2-C-02-01b.txt:156
12 図形の性質・証明を扱う	2つの辺の向きを見る	1	m-jh1-C-02-02b.txt:123
12 図形の性質・証明を扱う	2直線が平行であることを確認する	1	m-jh1-C-01-03b.txt:227
12 図形の性質・証明を扱う	2組の辺の比を確認する	2	m-jh3-C-01-04b.txt:239, m-jh3-C-01-04s.txt:127
12 図形の性質・証明を扱う	3点 $A$、$B$、$C$ を通る円を作る	1	m-jh3-C-02-05b.txt:140
12 図形の性質・証明を扱う	3点 $B$、$C$、$D$ を通る円を作る	1	m-jh3-C-02-05b.txt:204
12 図形の性質・証明を扱う	①＋②で、左辺の $x$ が消せることを確認する	1	m-jh2-A-03-02b.txt:86
12 図形の性質・証明を扱う	すべての項を左辺に移す	2	m-jh3-A-05-07s.txt:89, m-jh3-A-05-07s.txt:155
12 図形の性質・証明を扱う	その2本の直線の角を読む	1	m-jh1-C-02-05b.txt:126
12 図形の性質・証明を扱う	その間の角を確認する	3	m-jh3-C-01-04b.txt:246, m-jh3-C-01-04s.txt:140, m-jh3-C-01-04s.txt:219
12 図形の性質・証明を扱う	どの特別な直角三角形かを確認する	1	m-jh3-C-03-06b.txt:119
12 図形の性質・証明を扱う	どの角を二等分するか確認する	1	m-jh1-C-01-12b.txt:277
12 図形の性質・証明を扱う	なす角を答える	1	m-jh1-C-02-05b.txt:184
12 図形の性質・証明を扱う	もう1組の等しい角を見つける	1	m-jh3-C-01-05b.txt:242
12 図形の性質・証明を扱う	もっとも低い地点の高さを考える	1	m-jh1-A-01-19s.txt:93
12 図形の性質・証明を扱う	もっとも高い地点の高さを考える	1	m-jh1-A-01-19s.txt:96
12 図形の性質・証明を扱う	もとの長方形の縦の長さを文字でおく	1	m-jh3-A-05-10s.txt:133
12 図形の性質・証明を扱う	アイス1個の値段が80円なので、$x$ 個なら代金は	1	m-jh1-B-01-01b.txt:151
12 図形の性質・証明を扱う	ノート1冊の定価を $x$ 円、ペン1本の定価を $y$ 円とする	1	m-jh2-A-03-14s.txt:68
12 図形の性質・証明を扱う	一直線の角の和を使う	2	m-jh2-C-01-01b.txt:126, m-jh2-C-01-02b.txt:277
12 図形の性質・証明を扱う	三角形の内角の和を使う	2	m-jh2-C-02-01b.txt:109, m-jh3-C-02-03b.txt:222
12 図形の性質・証明を扱う	三角形の内角を確認する	1	m-jh2-C-01-02b.txt:111
12 図形の性質・証明を扱う	三角錐の側面を考える	1	m-jh1-C-02-01b.txt:247
12 図形の性質・証明を扱う	三角錐の形を思い出す	1	m-jh1-C-02-01b.txt:243
12 図形の性質・証明を扱う	与えられた辺がどこにあたるか確認する	1	m-jh3-C-03-06b.txt:174
12 図形の性質・証明を扱う	中心から弦に垂線を下ろす	1	m-jh3-C-03-07b.txt:115
12 図形の性質・証明を扱う	中心角の割合を確認する	2	m-jh1-C-01-15b.txt:296, m-jh1-C-01-15b.txt:361
12 図形の性質・証明を扱う	中心角を確認する	1	m-jh3-C-02-06b.txt:269
12 図形の性質・証明を扱う	交線に垂直な2本の直線を見る	1	m-jh1-C-02-05b.txt:122
12 図形の性質・証明を扱う	他の1辺を確認する	2	m-jh2-C-02-05b.txt:175, m-jh2-C-02-06b.txt:110
12 図形の性質・証明を扱う	仮定を使う	1	m-jh2-C-02-04b.txt:147
12 図形の性質・証明を扱う	何角形か確認する	1	m-jh2-C-01-03b.txt:219
12 図形の性質・証明を扱う	使いたい弦を確認する	1	m-jh3-C-02-05b.txt:200
12 図形の性質・証明を扱う	共通な角を見つける	1	m-jh3-C-01-05b.txt:157
12 図形の性質・証明を扱う	共通な辺を確認する	1	m-jh2-C-02-07b.txt:113
12 図形の性質・証明を扱う	内角の和を使う	1	m-jh2-C-01-02b.txt:114
12 図形の性質・証明を扱う	円と辺 $BC$ の交点を作る	1	m-jh3-C-02-05b.txt:264
12 図形の性質・証明を扱う	円をかく	1	m-jh1-C-01-14b.txt:200
12 図形の性質・証明を扱う	分かっている内角を足す	1	m-jh2-C-01-03b.txt:226
12 図形の性質・証明を扱う	分かっている外角を足す	1	m-jh2-C-01-03b.txt:165
12 図形の性質・証明を扱う	半径と母線を確認する	1	m-jh1-C-02-14b.txt:218
12 図形の性質・証明を扱う	半径と高さを確認する	2	m-jh1-C-02-11b.txt:205, m-jh1-C-02-12b.txt:205
12 図形の性質・証明を扱う	半径を確認する	3	m-jh1-C-01-15b.txt:101, m-jh1-C-02-15b.txt:99, m-jh1-C-02-16b.txt:99
12 図形の性質・証明を扱う	右辺が0の形にする	1	m-jh3-A-05-03s.txt:73
12 図形の性質・証明を扱う	右辺と不等号の向きを確認する	4	m-jh1-A-02-11s.txt:95, m-jh1-A-02-11s.txt:122, m-jh1-A-02-11s.txt:154, m-jh1-A-02-11s.txt:186
12 図形の性質・証明を扱う	右辺の値 $-5$ に等しくなるものを探す	1	m-jh1-A-03-01b.txt:73
12 図形の性質・証明を扱う	右辺を $0$ にする	6	m-jh3-A-05-07b.txt:82, m-jh3-A-05-07b.txt:126, m-jh3-A-05-09b.txt:91, m-jh3-A-05-09b.txt:146, m-jh3-A-05-10b.txt:101
12 図形の性質・証明を扱う	合同を示す	5	m-jh2-C-02-01b.txt:174, m-jh2-C-02-06b.txt:117, m-jh2-C-02-06b.txt:183, m-jh2-C-02-07b.txt:119, m-jh2-C-02-07b.txt:180
12 図形の性質・証明を扱う	合同条件に当てはまるか確認する	1	m-jh2-C-01-06b.txt:283
12 図形の性質・証明を扱う	合同条件を答える	1	m-jh2-C-02-05b.txt:123
12 図形の性質・証明を扱う	同じ弧に対する円周角は等しいことを使う	1	m-jh3-C-02-03b.txt:114
12 図形の性質・証明を扱う	同じ弧に対する円周角を使う	1	m-jh3-C-02-03b.txt:163
12 図形の性質・証明を扱う	同じ弧に対する円周角を見つける	2	m-jh3-C-02-03b.txt:111, m-jh3-C-02-03b.txt:214
12 図形の性質・証明を扱う	同位角を使って、下の直線上の角を考える	1	m-jh2-C-01-01b.txt:224
12 図形の性質・証明を扱う	向かい合う辺が等しいことを使う	1	m-jh2-C-02-07b.txt:173
12 図形の性質・証明を扱う	周の長さが $x$ の長方形の縦を $a$、横を $b$ とすると	1	m-jh1-B-01-01b.txt:99
12 図形の性質・証明を扱う	四角形 $PAOB$ に注目する	1	m-jh3-C-02-06b.txt:197
12 図形の性質・証明を扱う	回転の中心と角度を確認する	1	m-jh1-C-01-05b.txt:231
12 図形の性質・証明を扱う	回転の中心・向き・角度を確認する	1	m-jh1-C-01-05b.txt:148
12 図形の性質・証明を扱う	回転角を確認する	1	m-jh1-C-01-05b.txt:324
12 図形の性質・証明を扱う	垂直な線分を確認する	2	m-jh1-C-01-02b.txt:173, m-jh1-C-01-03b.txt:192
12 図形の性質・証明を扱う	垂直方向に目盛りを数える	1	m-jh1-C-01-03b.txt:230
12 図形の性質・証明を扱う	外角と関係する内角を確認する	1	m-jh2-C-01-02b.txt:211
12 図形の性質・証明を扱う	外角を確認する	2	m-jh2-C-01-02b.txt:161, m-jh2-C-01-03b.txt:158
12 図形の性質・証明を扱う	実際の長さに戻す	1	m-jh3-C-01-12b.txt:226
12 図形の性質・証明を扱う	実際の高さに戻す	1	m-jh3-C-01-12b.txt:191
12 図形の性質・証明を扱う	対応する点を作る	1	m-jh1-C-01-06b.txt:217
12 図形の性質・証明を扱う	対応する点を結ぶ	1	m-jh1-C-01-04b.txt:161
12 図形の性質・証明を扱う	対応する点を結んだ線分を見る	2	m-jh1-C-01-04b.txt:305, m-jh1-C-01-06b.txt:286
12 図形の性質・証明を扱う	対応する点を確認する	4	m-jh1-C-01-04b.txt:295, m-jh1-C-01-05b.txt:306, m-jh1-C-01-06b.txt:278, m-jh1-C-01-07b.txt:178
12 図形の性質・証明を扱う	対応する線分の比を書く	1	m-jh3-C-01-10b.txt:289
12 図形の性質・証明を扱う	対応する線分を確認する	1	m-jh3-C-01-10b.txt:119
12 図形の性質・証明を扱う	対応する角を確認する	1	m-jh3-C-01-01b.txt:143
12 図形の性質・証明を扱う	対応する辺の比をとる	2	m-jh3-C-01-02b.txt:191, m-jh3-C-01-02b.txt:257
12 図形の性質・証明を扱う	対応する辺の比を確認する	1	m-jh3-C-01-04s.txt:351
12 図形の性質・証明を扱う	対応する辺の長さの比をとる	1	m-jh3-C-01-02b.txt:131
12 図形の性質・証明を扱う	対応する辺を答える	2	m-jh2-C-02-06b.txt:190, m-jh2-C-02-07b.txt:187
12 図形の性質・証明を扱う	対応する辺を確認する	7	m-jh3-C-01-01b.txt:131, m-jh3-C-01-01b.txt:239, m-jh3-C-01-02b.txt:124, m-jh3-C-01-02b.txt:184, m-jh3-C-01-03b.txt:139
12 図形の性質・証明を扱う	対応する頂点の順番をそろえる	1	m-jh2-C-01-06b.txt:143
12 図形の性質・証明を扱う	対応する頂点を確認する	2	m-jh3-C-01-01b.txt:123, m-jh3-C-01-03b.txt:129
12 図形の性質・証明を扱う	対応する高さを考える	1	m-jh3-C-01-01b.txt:199
12 図形の性質・証明を扱う	対称の軸が線分をどう分けるかを見る	1	m-jh1-C-01-06b.txt:298
12 図形の性質・証明を扱う	対角線を斜辺として見る	3	m-jh3-C-03-04b.txt:108, m-jh3-C-03-04b.txt:163, m-jh3-C-03-04b.txt:218
12 図形の性質・証明を扱う	対頂角を確認する	1	m-jh3-C-01-05b.txt:340
12 図形の性質・証明を扱う	左辺と右辺を等号で結ぶ	2	m-jh1-A-02-10s.txt:83, m-jh1-A-02-10s.txt:172
12 図形の性質・証明を扱う	左辺の分数部分をまとめる	1	m-jh1-A-03-13s.txt:208
12 図形の性質・証明を扱う	左辺をまとめる	1	m-jh1-A-02-10s.txt:138
12 図形の性質・証明を扱う	平行かを見る	1	m-jh1-C-02-02b.txt:230
12 図形の性質・証明を扱う	平行な線分を確認する	1	m-jh1-C-01-02b.txt:165
12 図形の性質・証明を扱う	平行な辺を答える	1	m-jh3-C-01-09b.txt:126
12 図形の性質・証明を扱う	平行な辺を確認する	1	m-jh2-C-02-07b.txt:94
12 図形の性質・証明を扱う	平行を判断する	1	m-jh3-C-01-08b.txt:157
12 図形の性質・証明を扱う	平行線にはさまれた線分を確認する	1	m-jh3-C-01-10b.txt:285
12 図形の性質・証明を扱う	平行線による錯角を確認する	1	m-jh2-C-01-02b.txt:266
12 図形の性質・証明を扱う	平行線の錯角を使う	1	m-jh2-C-02-07b.txt:161
12 図形の性質・証明を扱う	底辺を2等分する	1	m-jh3-C-01-11b.txt:301
12 図形の性質・証明を扱う	底面の三角形を見る	1	m-jh1-C-02-09b.txt:100
12 図形の性質・証明を扱う	底面の半径を確認する	1	m-jh1-C-02-09b.txt:143
12 図形の性質・証明を扱う	弧の長さの比と円周角の比を対応させる	1	m-jh3-C-02-02b.txt:264
12 図形の性質・証明を扱う	弧の長さの比を確認する	2	m-jh3-C-02-02b.txt:252, m-jh3-C-02-02b.txt:321
12 図形の性質・証明を扱う	弧の長さを比べる	2	m-jh3-C-02-02b.txt:124, m-jh3-C-02-02b.txt:187
12 図形の性質・証明を扱う	弧の長さを答える	1	m-jh1-C-02-09b.txt:205
12 図形の性質・証明を扱う	接線であることを確認する	1	m-jh1-C-01-14b.txt:154
12 図形の性質・証明を扱う	文字の項を左辺、数の項を右辺に集める	6	m-jh1-A-03-04s.txt:72, m-jh1-A-03-04s.txt:108, m-jh1-A-03-05s.txt:82, m-jh1-A-03-05s.txt:134, m-jh1-A-03-06s.txt:131
12 図形の性質・証明を扱う	文字の項を左辺に集める	1	m-jh1-A-03-08s.txt:135
12 図形の性質・証明を扱う	斜辺を確認する	8	m-jh2-C-02-05b.txt:108, m-jh2-C-02-05b.txt:169, m-jh2-C-02-06b.txt:102, m-jh2-C-02-06b.txt:169, m-jh3-C-03-02b.txt:108
12 図形の性質・証明を扱う	新しい三角形をかく	2	m-jh1-C-01-04b.txt:240, m-jh1-C-01-05b.txt:163
12 図形の性質・証明を扱う	最も長い辺の2乗と比べる	3	m-jh3-C-03-03b.txt:94, m-jh3-C-03-03b.txt:132, m-jh3-C-03-03b.txt:170
12 図形の性質・証明を扱う	最も長い辺を確認する	3	m-jh3-C-03-03b.txt:82, m-jh3-C-03-03b.txt:120, m-jh3-C-03-03b.txt:158
12 図形の性質・証明を扱う	正三角形から分かることを書く	1	m-jh2-C-02-04b.txt:136
12 図形の性質・証明を扱う	正方形の周囲の長さは	1	m-jh1-A-02-03s.txt:274
12 図形の性質・証明を扱う	点 $A$ のまわりの角を見る	1	m-jh2-C-01-02b.txt:270
12 図形の性質・証明を扱う	点 $A$ を中心に弧をかく	1	m-jh1-C-01-09b.txt:142
12 図形の性質・証明を扱う	点 $B$ を中心に同じ半径の弧をかく	1	m-jh1-C-01-09b.txt:146
12 図形の性質・証明を扱う	点 $C,D$ を中心に弧をかく	1	m-jh1-C-01-12b.txt:165
12 図形の性質・証明を扱う	点 $P$ が辺 $AB$ 上にあるとき	1	m-jh2-B-01-18b.txt:224
12 図形の性質・証明を扱う	点 $P$ が辺 $BC$ 上にあるとき	1	m-jh2-B-01-18b.txt:233
12 図形の性質・証明を扱う	点 $P$ が辺 $CD$ 上にあるとき	1	m-jh2-B-01-18b.txt:241
12 図形の性質・証明を扱う	直径を半径に直す	2	m-jh1-C-02-15b.txt:141, m-jh1-C-02-16b.txt:141
12 図形の性質・証明を扱う	直角どうしを見つける	1	m-jh3-C-01-05b.txt:137
12 図形の性質・証明を扱う	直角どうしを確認する	2	m-jh3-C-01-05b.txt:228, m-jh3-C-01-05b.txt:320
12 図形の性質・証明を扱う	直角になることを確認する	1	m-jh2-C-02-01b.txt:181
12 図形の性質・証明を扱う	直角に交わっていることを確認する	1	m-jh1-C-02-04b.txt:215
12 図形の性質・証明を扱う	直角を二等分する	1	m-jh1-C-01-13b.txt:361
12 図形の性質・証明を扱う	直角三角形であることを確認する	2	m-jh2-C-02-05b.txt:105, m-jh2-C-02-06b.txt:95
12 図形の性質・証明を扱う	直角を確認する	1	m-jh2-C-02-05b.txt:166
12 図形の性質・証明を扱う	相似条件を使う	6	m-jh3-C-01-04s.txt:147, m-jh3-C-01-04s.txt:294, m-jh3-C-01-04s.txt:368, m-jh3-C-01-05b.txt:167, m-jh3-C-01-05b.txt:264
12 図形の性質・証明を扱う	相似条件を選ぶ	3	m-jh3-C-01-04b.txt:131, m-jh3-C-01-04b.txt:188, m-jh3-C-01-04b.txt:249
12 図形の性質・証明を扱う	相似比を答える	1	m-jh3-C-01-08b.txt:300
12 図形の性質・証明を扱う	相似比を確認する	8	m-jh3-C-01-01b.txt:193, m-jh3-C-01-03b.txt:286, m-jh3-C-01-06b.txt:99, m-jh3-C-01-06b.txt:210, m-jh3-C-01-06b.txt:274
12 図形の性質・証明を扱う	短辺を選ぶ	1	m-jh3-A-05-10s.txt:265
12 図形の性質・証明を扱う	等しい底角を確認する	1	m-jh2-C-02-01b.txt:91
12 図形の性質・証明を扱う	等しい弧に対する中心角を使う	1	m-jh3-C-02-02b.txt:206
12 図形の性質・証明を扱う	等しい弧に対する円周角を使う	2	m-jh3-C-02-02b.txt:135, m-jh3-C-02-03b.txt:171
12 図形の性質・証明を扱う	等しい角に向かい合う辺を確認する	1	m-jh2-C-02-03b.txt:98
12 図形の性質・証明を扱う	等しい角を確認する	3	m-jh2-C-02-03b.txt:92, m-jh2-C-02-03b.txt:142, m-jh3-C-01-04s.txt:281
12 図形の性質・証明を扱う	等しい辺を答える	1	m-jh2-C-02-03b.txt:148
12 図形の性質・証明を扱う	等しくしたい角を確認する	1	m-jh3-C-02-05b.txt:130
12 図形の性質・証明を扱う	結論を書く	2	m-jh2-A-02-01b.txt:83, m-jh2-A-02-01b.txt:119
12 図形の性質・証明を扱う	結論を述べる	2	m-jh2-A-02-01s.txt:86, m-jh2-A-02-01s.txt:125
12 図形の性質・証明を扱う	線分 $AH$ を引く	1	m-jh3-C-02-05b.txt:268
12 図形の性質・証明を扱う	縦、横、高さの2乗を足す	1	m-jh3-C-03-09b.txt:279
12 図形の性質・証明を扱う	角の位置を確認する	2	m-jh2-C-01-06b.txt:197, m-jh2-C-01-06b.txt:255
12 図形の性質・証明を扱う	角の大きさを確認する	2	m-jh1-C-01-13b.txt:367, m-jh1-C-01-13b.txt:431
12 図形の性質・証明を扱う	角の頂点を確認する	1	m-jh1-C-01-02b.txt:116
12 図形の性質・証明を扱う	角をつくる2本の辺を確認する	1	m-jh1-C-01-02b.txt:119
12 図形の性質・証明を扱う	辺 $AB$ との交点を点 $P$ とする	1	m-jh3-C-02-05b.txt:209
12 図形の性質・証明を扱う	辺 $AB$ 上にあるとき	1	m-jh2-B-01-18b.txt:144
12 図形の性質・証明を扱う	辺 $BC$ を直線として考える	1	m-jh1-C-01-10b.txt:203
12 図形の性質・証明を扱う	辺 $BC$ 上にあるとき	1	m-jh2-B-01-18b.txt:152
12 図形の性質・証明を扱う	辺 $CD$ 上にあるとき	1	m-jh2-B-01-18b.txt:165
12 図形の性質・証明を扱う	辺が面に含まれるかを見る	1	m-jh1-C-02-03b.txt:124
12 図形の性質・証明を扱う	辺の比を確認する	3	m-jh3-C-01-04b.txt:180, m-jh3-C-01-04s.txt:206, m-jh3-C-01-11b.txt:287
12 図形の性質・証明を扱う	辺の長さを確認する	1	m-jh2-B-01-18b.txt:137
12 図形の性質・証明を扱う	辺を分ける比を比べる	1	m-jh3-C-01-08b.txt:147
12 図形の性質・証明を扱う	鋭角を確認する	2	m-jh2-C-02-05b.txt:116, m-jh2-C-02-06b.txt:176
12 図形の性質・証明を扱う	錯角が等しいことを使う	1	m-jh2-C-02-07b.txt:101
12 図形の性質・証明を扱う	錯角を見つける	1	m-jh2-C-01-01b.txt:117
12 図形の性質・証明を扱う	長さを答える	1	m-jh3-C-03-09b.txt:150
12 図形の性質・証明を扱う	長方形の短辺を文字でおく	1	m-jh3-A-05-10s.txt:218
12 図形の性質・証明を扱う	頂点 $O$ を中心に弧をかく	1	m-jh1-C-01-12b.txt:143
12 図形の性質・証明を扱う	高さを下ろして直角三角形を作る	1	m-jh3-C-03-05b.txt:122

## 13 データ・確率を扱う
13 データ・確率を扱う	データが小さい順に並んでいることを確認する	1	m-jh2-D-02-02b.txt:219
13 データ・確率を扱う	データの個数で割る	1	m-jh3-D-01-02b.txt:118
13 データ・確率を扱う	データを小さい順に並べる	2	m-jh2-D-02-02b.txt:94, m-jh2-D-02-02b.txt:151
13 データ・確率を扱う	中央値を比べる	1	m-jh2-D-02-04b.txt:236
13 データ・確率を扱う	平均点の求め方から	1	m-jh1-A-01-19s.txt:123
13 データ・確率を扱う	標本のデータを確認する	2	m-jh3-D-01-02b.txt:103, m-jh3-D-01-02b.txt:213
13 データ・確率を扱う	標本の大きさで割る	1	m-jh3-D-01-02b.txt:163
